;0
0;0.000010769
86400;0.000011975
172800;0.000013634
259200;0.000014421
345600;0.000013796
432000;0.000012653
518400;0.000009944
604800;0.000009257
691200;0.000010674
777600;0.00001022
864000;0.000010107
950400;0.000011728
1036800;0.000012568
1123200;0.000012379
1209600;0.000009208
1296000;0.00000659
1382400;0.00000555
1468800;0.000005118
1555200;0.000005094
1641600;0.000005275
1728000;0.000005179
1814400;0.000004749
1900800;0.000004577
1987200;0.000004772
2073600;0.000005002
2160000;0.000004908
2246400;0.000004933
2332800;0.000005259
2419200;0.000005919
2505600;0.000006595
2592000;0.000007294
2678400;0.00000832
2764800;0.000009555
2851200;0.000010441
2937600;0.000011022
3024000;0.000011683
3110400;0.000012318
3196800;0.000012805
3283200;0.00001296
3369600;0.000010922
3456000;0.000009356
3542400;0.000007922
3628800;0.000006177
3715200;0.000004887
3801600;0.000005121
3888000;0.000005716
3974400;0.000006791
4060800;0.000008315
4147200;0.00000966
4233600;0.000009434
4320000;0.000007478
4406400;0.000006667
4492800;0.000006795
4579200;0.000007553
4665600;0.000008148
4752000;0.000008163
4838400;0.000007953
4924800;0.000007779
5011200;0.000008196
5097600;0.000008799
5184000;0.000009805
5270400;0.000010489
5356800;0.000011095
5443200;0.000011721
5529600;0.000012249
5616000;0.000012774
5702400;0.000012952
5788800;0.000013168
5875200;0.000012514
5961600;0.000010338
6048000;0.000010469
6134400;0.000011065
6220800;0.000011686
6307200;0.000010301
6393600;0.000008436
6480000;0.000007479
6566400;0.000007544
6652800;0.000009652
6739200;0.000011694
6825600;0.000012713
6912000;0.000013021
6998400;0.000012925
7084800;0.000012724
7171200;0.000012812
7257600;0.000012952
7344000;0.000013466
7430400;0.000013844
7516800;0.000014209
7603200;0.000014614
7689600;0.000014883
7776000;0.000014531
7862400;0.000014286
7948800;0.000014977
8035200;0.00001585
8121600;0.000015879
8208000;0.000015699
8294400;0.000015704
8380800;0.000015647
8467200;0.000014702
8553600;0.000014128
8640000;0.000014206
8726400;0.000012752
8812800;0.000013525
8899200;0.000013924
8985600;0.000014176
9072000;0.000014957
9158400;0.000015736
9244800;0.000016288
9331200;0.000016817
9417600;0.00001627
9504000;0.000014655
9590400;0.000013656
9676800;0.000013942
9763200;0.000014258
9849600;0.000014953
9936000;0.00001403
10022400;0.000011843
10108800;0.000010469
10195200;0.000009861
10281600;0.000008985
10368000;0.000008802
10454400;0.000009784
10540800;0.000010821
10627200;0.000011319
10713600;0.000011849
10800000;0.000012264
10886400;0.000012334
10972800;0.000013445
11059200;0.00001387
11145600;0.000014411
11232000;0.000014727
11318400;0.000014554
11404800;0.000014474
11491200;0.000014652
11577600;0.000013962
11664000;0.000012109
11750400;0.000010728
11836800;0.000010135
11923200;0.000010689
12009600;0.000012474
12096000;0.000013432
12182400;0.000014132
12268800;0.000014086
12355200;0.000014581
12441600;0.000014215
12528000;0.000013385
12614400;0.000013537
12700800;0.000014474
12787200;0.000015025
12873600;0.000015547
12960000;0.000015746
13046400;0.000015349
13132800;0.000014098
13219200;0.000013336
13305600;0.000013769
13392000;0.000012341
13478400;0.00000824
13564800;0.000006326
13651200;0.000005657
13737600;0.000005424
13824000;0.000005353
13910400;0.000005604
13996800;0.000006148
14083200;0.000006559
14169600;0.000007443
14256000;0.00000855
14342400;0.000009449
14428800;0.000010106
14515200;0.000010358
14601600;0.000005431
14688000;0.000004377
14774400;0.000003996
14860800;0.000003758
14947200;0.00000371
15033600;0.000003864
15120000;0.000004219
15206400;0.000004831
15292800;0.000005486
15379200;0.000006027
15465600;0.000006521
15552000;0.000006966
15638400;0.000007328
15724800;0.000007862
15811200;0.000008607
15897600;0.00000925
15984000;0.000009667
16070400;0.000009713
16156800;0.000007693
16243200;0.000006114
16329600;0.000005463
16416000;0.000005471
16502400;0.000006281
16588800;0.000007095
16675200;0.000006695
16761600;0.000006535
16848000;0.000007335
16934400;0.00000812
17020800;0.000008165
17107200;0.000007467
17193600;0.000007638
17280000;0.000008479
17366400;0.000008993
17452800;0.000009334
17539200;0.00000974
17625600;0.000010193
17712000;0.000010458
17798400;0.000010663
17884800;0.000010892
17971200;0.000011016
18057600;0.000011087
18144000;0.000011025
18230400;0.000011118
18316800;0.000011033
18403200;0.00001072
18489600;0.000010902
18576000;0.000011316
18662400;0.000011707
18748800;0.000012031
18835200;0.000012048
18921600;0.000012068
19008000;0.000012264
19094400;0.000012441
19180800;0.000012771
19267200;0.000012946
19353600;0.000013202
19440000;0.000013379
19526400;0.000013659
19612800;0.000013874
19699200;0.000013891
19785600;0.000014025
19872000;0.000014018
19958400;0.000013921
20044800;0.000013951
20131200;0.000014262
20217600;0.000014368
20304000;0.00001438
20390400;0.000014479
20476800;0.000014674
20563200;0.000014898
20649600;0.000014927
20736000;0.000014898
20822400;0.000014916
20908800;0.000014968
20995200;0.000015327
21081600;0.000015764
21168000;0.000016142
21254400;0.000016388
21340800;0.000016456
21427200;0.000015961
21513600;0.000015789
21600000;0.000015929
21686400;0.000016367
21772800;0.000016889
21859200;0.000017445
21945600;0.000017907
22032000;0.000018161
22118400;0.000018337
22204800;0.000017855
22291200;0.000017041
22377600;0.000017698
22464000;0.000018233
22550400;0.000017749
22636800;0.000017558
22723200;0.000016938
22809600;0.000016398
22896000;0.000016451
22982400;0.00001657
23068800;0.00001658
23155200;0.000014968
23241600;0.000012866
23328000;0.000013537
23414400;0.000014447
23500800;0.000015403
23587200;0.000016915
23673600;0.000017665
